BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key,Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs,,,,,,,
,,,,,,,,,,,,,,,70:3E:AC:0D:93:ED, 2015-02-11 11:31:21, 2015-02-11 11:31:39,-60,5, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,14:10:9F:51:CE:2E, 2015-02-11 11:30:57, 2015-02-11 11:31:42,-62,22, (not associated) , Cisco06934,BlueDog,Stew's Brew,DRMC-GuestAccess,NETGEAR-2.4-G,Guest SMASD,belkin54g,FlyPittsburgh
,,,,,,,,,,,,,,,42:23:AD:AE:FC:EE, 2015-02-11 11:30:56, 2015-02-11 11:31:31,-53,2, 00:25:00:FF:94:73,,,,,,,,
,,,,,,,,,,,,,,,9C:F3:87:53:D1:87, 2015-02-11 11:31:31, 2015-02-11 11:31:31,-55,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,10:40:F3:20:DD:52, 2015-02-11 11:31:29, 2015-02-11 11:31:29,-55,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,D0:A6:37:75:46:B7, 2015-02-11 11:31:28, 2015-02-11 11:31:28,-56,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,70:3E:AC:4C:ED:3D, 2015-02-11 11:31:31, 2015-02-11 11:31:31,-57,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,88:32:9B:EA:37:DF, 2015-02-11 11:31:29, 2015-02-11 11:31:29,-57,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,CC:3A:61:19:02:C0, 2015-02-11 11:30:31, 2015-02-11 11:31:31,-61,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,6C:3E:6D:F2:AF:25, 2015-02-11 11:30:54, 2015-02-11 11:31:28,-62,5, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,62:6D:C5:DC:A3:A0, 2015-02-11 11:31:20, 2015-02-11 11:31:20,-46,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,18:F6:43:81:90:C7, 2015-02-11 11:30:26, 2015-02-11 11:31:21,-51,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,60:F8:1D:6E:87:E8, 2015-02-11 11:31:11, 2015-02-11 11:31:11,-56,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,44:D8:84:BA:77:1E, 2015-02-11 11:30:24, 2015-02-11 11:31:10,-56,78, (not associated) , earthlinkwifi,walekim,belkin54g,NETGEAR19,stu-mobile,RyanLAN,RyanLAN N-Cafe,tf2607
,,,,,,,,,,,,,,,24:A2:E1:76:01:53, 2015-02-11 11:30:37, 2015-02-11 11:31:09,-57,5, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,5C:8D:4E:5D:FE:AA, 2015-02-11 11:30:27, 2015-02-11 11:31:12,-58,3, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,78:4B:87:4D:1B:62, 2015-02-11 11:31:12, 2015-02-11 11:31:12,-60,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,B0:34:95:AE:C5:D8, 2015-02-11 11:30:59, 2015-02-11 11:30:59,-1,1, 58:BC:27:BF:37:D0,,,,,,,,
,,,,,,,,,,,,,,,80:00:6E:B0:0D:FF, 2015-02-11 11:30:59, 2015-02-11 11:30:59,-1,1, 58:BC:27:BF:37:D0,,,,,,,,
,,,,,,,,,,,,,,,0C:30:21:0B:49:A5, 2015-02-11 11:30:59, 2015-02-11 11:30:59,-1,1, 58:BC:27:BF:37:D0,,,,,,,,
,,,,,,,,,,,,,,,00:EE:BD:AC:27:0D, 2015-02-11 11:30:58, 2015-02-11 11:30:58,-51,6, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,34:23:BA:79:AE:9C, 2015-02-11 11:24:12, 2015-02-11 11:30:58,-51,7, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,A8:86:DD:E6:8F:BA, 2015-02-11 11:30:59, 2015-02-11 11:31:01,-61,5, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,DA:3E:EA:99:42:8C, 2015-02-11 11:30:59, 2015-02-11 11:30:59,-62,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,34:C0:59:79:0C:F2, 2015-02-11 11:31:01, 2015-02-11 11:31:01,-65,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,D0:22:BE:EF:A1:2C, 2015-02-11 11:30:39, 2015-02-11 11:30:39,-53,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,90:18:7C:91:DE:50, 2015-02-11 11:30:39, 2015-02-11 11:30:40,-62,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,F4:09:D8:9C:9D:F5, 2015-02-11 11:30:31, 2015-02-11 11:30:31,-50,3, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,DC:9B:9C:4B:FF:09, 2015-02-11 11:30:29, 2015-02-11 11:30:29,-53,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,38:0F:4A:51:E0:7C, 2015-02-11 11:29:25, 2015-02-11 11:30:18,-43,4, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,6C:88:14:77:62:50, 2015-02-11 11:30:11, 2015-02-11 11:30:11,-55,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,C0:18:85:A1:78:C2, 2015-02-11 11:29:59, 2015-02-11 11:30:00,-57,3, 26:43:AB:C4:BC:47,,,,,,,,
,,,,,,,,,,,,,,,F4:F1:E1:AB:62:75, 2015-02-11 11:29:38, 2015-02-11 11:29:38,-46,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,6C:FD:B9:A2:2B:6F, 2015-02-11 11:20:08, 2015-02-11 11:29:28,-34,122, (not associated) , any,,,,,,,
,,,,,,,,,,,,,,,C8:6F:1D:ED:59:6E, 2015-02-11 11:29:12, 2015-02-11 11:29:22,-50,3, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,64:5A:04:35:FA:9B, 2015-02-11 11:29:15, 2015-02-11 11:29:18,-52,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,5C:8D:4E:D3:15:CA, 2015-02-11 11:28:33, 2015-02-11 11:29:11,-47,29, A0:CF:5B:6B:2E:80, bloomu,,,,,,,
,,,,,,,,,,,,,,,AC:81:12:89:00:B9, 2015-02-11 11:26:13, 2015-02-11 11:29:10,-53,3, 10:8C:CF:B4:B2:8B,,,,,,,,
,,,,,,,,,,,,,,,00:1E:65:CF:40:12, 2015-02-11 11:29:10, 2015-02-11 11:29:10,-56,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,FC:C2:DE:C0:79:21, 2015-02-11 11:28:59, 2015-02-11 11:29:10,-57,4, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,90:FD:61:A5:42:F3, 2015-02-11 11:29:09, 2015-02-11 11:29:09,-63,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,80:00:6E:AD:58:E3, 2015-02-11 11:28:59, 2015-02-11 11:28:59,-55,2, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,60:69:44:F2:B8:4D, 2015-02-11 11:20:47, 2015-02-11 11:29:02,-58,5, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,10:68:3F:43:64:91, 2015-02-11 11:22:29, 2015-02-11 11:28:41,-55,23, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,60:45:BD:EC:AA:B0, 2015-02-11 11:27:00, 2015-02-11 11:28:40,-63,19, 10:8C:CF:EA:24:50, bloomu,,,,,,,
,,,,,,,,,,,,,,,F8:27:93:B1:81:D3, 2015-02-11 11:28:32, 2015-02-11 11:28:32,-47,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,64:89:9A:80:70:53, 2015-02-11 11:24:45, 2015-02-11 11:28:19,-51,20, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,00:26:C6:0B:81:30, 2015-02-11 11:22:46, 2015-02-11 11:28:19,-60,6, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,CC:3A:61:75:8F:BD, 2015-02-11 11:20:36, 2015-02-11 11:28:02,-62,32, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,00:26:C6:3E:B5:F8, 2015-02-11 11:24:43, 2015-02-11 11:27:52,-48,5, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,42:0E:85:06:16:59, 2015-02-11 11:27:43, 2015-02-11 11:27:50,-52,7, (not associated) , DIRECT-,,,,,,,
,,,,,,,,,,,,,,,5C:0A:5B:4B:DC:36, 2015-02-11 11:27:01, 2015-02-11 11:27:48,-56,2, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,3C:15:C2:ED:2E:38, 2015-02-11 11:27:48, 2015-02-11 11:27:48,-63,2, (not associated) , bloomu-secure,HP-Print-39-ENVY 4500 series,,,,,,
,,,,,,,,,,,,,,,00:24:D7:70:D2:14, 2015-02-11 11:27:20, 2015-02-11 11:27:20,-63,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,00:21:5D:9C:57:00, 2015-02-11 11:22:55, 2015-02-11 11:26:10,-51,8, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,00:26:C6:29:42:8E, 2015-02-11 11:22:49, 2015-02-11 11:26:12,-60,5, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,F0:DB:E2:C0:38:2E, 2015-02-11 11:25:47, 2015-02-11 11:25:47,-66,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,84:38:38:84:43:BB, 2015-02-11 11:25:17, 2015-02-11 11:25:17,-60,5, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,F0:4F:7C:79:8F:DE, 2015-02-11 11:21:28, 2015-02-11 11:25:21,-64,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,84:29:99:B6:13:C3, 2015-02-11 11:22:50, 2015-02-11 11:24:21,-53,3, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,F0:24:75:A1:CC:D5, 2015-02-11 11:22:46, 2015-02-11 11:23:37,-60,2, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,DC:F1:10:FE:D4:08, 2015-02-11 11:23:28, 2015-02-11 11:23:28,-47,4, 00:1C:0E:26:6D:50,,,,,,,,
,,,,,,,,,,,,,,,FC:C2:DE:6F:E6:A6, 2015-02-11 11:23:04, 2015-02-11 11:23:28,-56,11, 00:1C:0E:26:6D:5B,,,,,,,,
,,,,,,,,,,,,,,,F0:DB:E2:C4:BE:3C, 2015-02-11 11:22:31, 2015-02-11 11:22:31,-62,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,38:BF:33:48:28:70, 2015-02-11 11:20:38, 2015-02-11 11:20:38,-63,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,40:B3:95:29:DA:17, 2015-02-11 11:20:30, 2015-02-11 11:20:56,-63,4, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,F8:F1:B6:F3:73:42, 2015-02-11 11:20:53, 2015-02-11 11:20:53,-51,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,F0:1C:13:05:94:A7, 2015-02-11 11:21:36, 2015-02-11 11:22:13,-52,11, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,0C:3E:9F:2F:E6:66, 2015-02-11 11:21:10, 2015-02-11 11:22:22,-56,138, 54:4A:00:79:95:70, CanonPrinter,bloomu,,,,,,
,,,,,,,,,,,,,,,F0:DB:E2:B4:9B:71, 2015-02-11 11:21:26, 2015-02-11 11:22:53,-63,8, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,A8:5B:78:43:E8:D7, 2015-02-11 11:22:52, 2015-02-11 11:22:52,-61,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,88:C9:D0:E7:21:72, 2015-02-11 11:22:53, 2015-02-11 11:22:53,-58,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,D4:97:0B:67:C1:31, 2015-02-11 11:24:54, 2015-02-11 11:24:54,-64,5, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,00:21:5C:6B:EE:5F, 2015-02-11 11:25:55, 2015-02-11 11:25:55,-66,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,D0:22:BE:E6:F5:98, 2015-02-11 11:22:21, 2015-02-11 11:27:25,-63,26, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,BC:F5:AC:E3:13:6F, 2015-02-11 11:20:27, 2015-02-11 11:27:34,-64,23, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,FC:C2:DE:5D:A5:76, 2015-02-11 11:27:43, 2015-02-11 11:27:43,-54,2, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,00:19:88:37:44:20, 2015-02-11 11:22:41, 2015-02-11 11:28:14,-59,8, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,F0:25:B7:35:ED:F0, 2015-02-11 11:22:21, 2015-02-11 11:28:25,-60,11, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,80:86:F2:A5:AE:B5, 2015-02-11 11:20:09, 2015-02-11 11:28:24,-58,24, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,70:56:81:8C:B4:A7, 2015-02-11 11:28:23, 2015-02-11 11:28:23,-48,1, 10:8C:CF:EA:2F:3B,,,,,,,,
,,,,,,,,,,,,,,,C0:F8:DA:45:BB:31, 2015-02-11 11:21:23, 2015-02-11 11:28:43,-59,3, 10:8C:CF:EA:B4:4B, bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,60:69:44:F3:F6:F7, 2015-02-11 11:21:42, 2015-02-11 11:28:45,-54,4, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,68:DF:DD:A4:E1:B1, 2015-02-11 11:22:22, 2015-02-11 11:28:45,-53,93, 44:E4:D9:3E:84:30,,,,,,,,
,,,,,,,,,,,,,,,34:23:BA:EE:31:C4, 2015-02-11 11:28:57, 2015-02-11 11:28:57,-61,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,24:A2:E1:9D:CF:C6, 2015-02-11 11:29:05, 2015-02-11 11:29:05,-62,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,6C:88:14:77:D1:08, 2015-02-11 11:29:07, 2015-02-11 11:29:07,-62,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,50:9F:27:7F:C8:A3, 2015-02-11 11:21:25, 2015-02-11 11:29:05,-60,4, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,54:9F:13:33:52:FC, 2015-02-11 11:29:04, 2015-02-11 11:29:04,-60,2, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,24:A2:E1:97:17:C1, 2015-02-11 11:29:15, 2015-02-11 11:29:15,-66,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,18:9E:FC:15:1A:45, 2015-02-11 11:29:03, 2015-02-11 11:29:14,-64,3, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,1C:4B:D6:EE:F3:43, 2015-02-11 11:29:17, 2015-02-11 11:29:17,-63,1, (not associated) , RoninCast,,,,,,,
,,,,,,,,,,,,,,,00:16:44:E4:3A:44, 2015-02-11 11:27:08, 2015-02-11 11:29:15,-62,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,34:4D:F7:2E:B7:2A, 2015-02-11 11:21:21, 2015-02-11 11:29:14,-61,35, 54:4A:00:79:95:70, bloomu,,,,,,,
,,,,,,,,,,,,,,,6C:AD:F8:6F:80:56, 2015-02-11 11:29:14, 2015-02-11 11:29:14,-61,4, (not associated) , 570girls,,,,,,,
,,,,,,,,,,,,,,,B0:9F:BA:44:8F:35, 2015-02-11 11:29:26, 2015-02-11 11:29:26,-64,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,FC:C2:DE:83:B2:9D, 2015-02-11 11:28:25, 2015-02-11 11:29:26,-62,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,84:38:38:89:81:D5, 2015-02-11 11:29:04, 2015-02-11 11:29:26,-60,3, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,88:32:9B:46:39:F5, 2015-02-11 11:21:23, 2015-02-11 11:29:47,-54,8, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,D8:BB:2C:00:95:3E, 2015-02-11 11:29:56, 2015-02-11 11:29:56,-55,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,48:D7:05:63:DE:CA, 2015-02-11 11:30:21, 2015-02-11 11:30:23,-63,3, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,10:68:3F:87:CF:AC, 2015-02-11 11:30:27, 2015-02-11 11:30:27,-49,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,A8:8E:24:CA:0F:DC, 2015-02-11 11:30:36, 2015-02-11 11:30:36,-60,2, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,48:E9:F1:C3:61:03, 2015-02-11 11:30:36, 2015-02-11 11:30:36,-56,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,FC:C2:DE:1E:16:09, 2015-02-11 11:30:47, 2015-02-11 11:30:47,-51,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,00:27:10:4F:D6:DC, 2015-02-11 11:30:43, 2015-02-11 11:30:43,-50,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,88:32:9B:B3:C7:97, 2015-02-11 11:30:54, 2015-02-11 11:30:54,-66,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,C8:85:50:73:01:E8, 2015-02-11 11:30:54, 2015-02-11 11:30:54,-54,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,34:23:87:21:F9:43, 2015-02-11 11:30:52, 2015-02-11 11:30:57,-50,4, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,90:72:40:79:57:52, 2015-02-11 11:31:03, 2015-02-11 11:31:07,-62,14, 58:BC:27:BF:37:D0, bloomu,,,,,,,
,,,,,,,,,,,,,,,22:02:AB:9A:AE:1F, 2015-02-11 11:31:07, 2015-02-11 11:31:07,-54,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,9A:A1:87:D9:3A:75, 2015-02-11 11:30:59, 2015-02-11 11:31:04,-53,7, 00:25:00:FF:94:73,,,,,,,,
,,,,,,,,,,,,,,,22:CF:8D:84:91:EA, 2015-02-11 11:30:57, 2015-02-11 11:31:07,-40,138, 00:25:00:FF:94:73,,,,,,,,
,,,,,,,,,,,,,,,50:2E:5C:F5:87:2B, 2015-02-11 11:31:15, 2015-02-11 11:31:15,-62,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,FC:C2:DE:9F:08:F0, 2015-02-11 11:31:15, 2015-02-11 11:31:15,-56,3, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,78:FD:94:02:5D:B9, 2015-02-11 11:30:42, 2015-02-11 11:31:14,-52,3, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,CC:3A:61:12:6D:7C, 2015-02-11 11:30:13, 2015-02-11 11:31:13,-49,6, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,CC:FA:00:E7:B7:37, 2015-02-11 11:31:21, 2015-02-11 11:31:25,-62,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,8C:58:77:DF:74:68, 2015-02-11 11:31:15, 2015-02-11 11:31:25,-58,4, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,14:30:C6:1F:B4:D0, 2015-02-11 11:30:27, 2015-02-11 11:31:27,-51,5, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,38:0F:4A:52:F3:0E, 2015-02-11 11:30:38, 2015-02-11 11:31:23,-46,3, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,F0:25:B7:42:AE:58, 2015-02-11 11:30:26, 2015-02-11 11:31:26,-40,14, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,98:F1:70:53:B7:77, 2015-02-11 11:31:27, 2015-02-11 11:31:37,-53,9, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,CC:89:FD:42:11:3C, 2015-02-11 11:31:43, 2015-02-11 11:31:43,-63,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,AC:3C:0B:35:00:3E, 2015-02-11 11:31:01, 2015-02-11 11:31:46,-57,3, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,5C:97:F3:40:20:AA, 2015-02-11 11:30:59, 2015-02-11 11:31:46,-1,3, 58:BC:27:BF:37:D0,,,,,,,,
,,,,,,,,,,,,,,,24:E3:14:6B:70:1D, 2015-02-11 11:31:53, 2015-02-11 11:31:53,-60,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,18:F6:43:0C:E2:E1, 2015-02-11 11:32:07, 2015-02-11 11:32:07,-59,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,9C:AD:97:4C:B2:03, 2015-02-11 11:32:24, 2015-02-11 11:32:24,-62,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,9C:04:EB:74:D1:05, 2015-02-11 11:32:46, 2015-02-11 11:32:46,-61,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,D8:BB:2C:DE:BE:01, 2015-02-11 11:32:43, 2015-02-11 11:32:43,-59,1, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,80:96:B1:40:3C:49, 2015-02-11 11:32:30, 2015-02-11 11:32:45,-51,14, (not associated) , wegmans,Edc9sse1,monicajameslinksys,,,,,
,,,,,,,,,,,,,,,A0:88:B4:D5:EB:1C, 2015-02-11 11:32:56, 2015-02-11 11:32:56,-61,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,68:AE:20:36:98:2E, 2015-02-11 11:32:54, 2015-02-11 11:32:54,-1,2, 00:23:AB:BC:D8:C0,,,,,,,,
,,,,,,,,,,,,,,,54:9F:13:E3:5E:A8, 2015-02-11 11:32:55, 2015-02-11 11:32:55,-1,4, 40:F4:EC:DB:0A:8B,,,,,,,,
,,,,,,,,,,,,,,,4C:7C:5F:A3:7B:CD, 2015-02-11 11:32:50, 2015-02-11 11:33:05,-54,12, 40:F4:EC:DB:22:E0, bloomu,,,,,,,
,,,,,,,,,,,,,,,C0:BD:D1:17:A8:C5, 2015-02-11 11:32:40, 2015-02-11 11:33:05,-48,22, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,64:76:BA:69:5F:7E, 2015-02-11 11:32:49, 2015-02-11 11:33:06,-36,3, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,0C:3E:9F:71:2B:8B, 2015-02-11 11:33:00, 2015-02-11 11:33:06,-1,12, 00:23:AB:BC:D8:C0,,,,,,,,
,,,,,,,,,,,,,,,A0:88:B4:D6:57:44, 2015-02-11 11:33:16, 2015-02-11 11:33:16,-58,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,6A:99:EB:EA:FF:04, 2015-02-11 11:33:13, 2015-02-11 11:33:17,-45,15, 00:25:00:FF:94:73,,,,,,,,
,,,,,,,,,,,,,,,EC:F3:5B:DE:C5:40, 2015-02-11 11:33:27, 2015-02-11 11:33:27,-1,1, 00:23:AB:BC:D8:CB,,,,,,,,
,,,,,,,,,,,,,,,0C:3E:9F:E4:AD:E4, 2015-02-11 11:33:36, 2015-02-11 11:33:36,-60,2, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,A0:88:B4:D5:76:E8, 2015-02-11 11:33:46, 2015-02-11 11:33:46,-60,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,A0:88:B4:D5:A9:3C, 2015-02-11 11:33:46, 2015-02-11 11:33:46,-59,1, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,B0:79:94:BB:98:35, 2015-02-11 11:33:45, 2015-02-11 11:33:45,-54,5, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,D2:DF:4F:EE:C2:A5, 2015-02-11 11:33:45, 2015-02-11 11:33:45,-54,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,86:C6:E1:55:DE:19, 2015-02-11 11:33:47, 2015-02-11 11:33:47,-51,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,8C:58:77:24:EB:5B, 2015-02-11 11:33:03, 2015-02-11 11:33:44,-45,18, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,2A:9B:30:D3:57:FE, 2015-02-11 11:33:43, 2015-02-11 11:33:43,-45,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,34:23:BA:31:68:6A, 2015-02-11 11:33:17, 2015-02-11 11:33:44,-1,5, 00:23:AB:BC:D8:C0,,,,,,,,
,,,,,,,,,,,,,,,48:43:7C:71:7E:7B, 2015-02-11 11:32:55, 2015-02-11 11:33:55,-56,10, 10:8C:CF:39:3D:60, bloomu,,,,,,,
,,,,,,,,,,,,,,,FE:1A:42:C2:8F:9A, 2015-02-11 11:33:53, 2015-02-11 11:33:53,-50,4, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,A8:5B:78:34:CC:A9, 2015-02-11 11:33:55, 2015-02-11 11:33:55,-46,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,18:F6:43:65:45:B9, 2015-02-11 11:33:57, 2015-02-11 11:33:57,-44,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,A0:88:B4:D6:55:A8, 2015-02-11 11:34:06, 2015-02-11 11:34:06,-59,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,00:C6:10:04:F9:97, 2015-02-11 11:33:54, 2015-02-11 11:34:04,-57,6, (not associated) , bloomu-open,,,,,,,
,,,,,,,,,,,,,,,10:A5:D0:E7:78:44, 2015-02-11 11:32:51, 2015-02-11 11:34:05,-55,6, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,A0:88:B4:D4:E2:DC, 2015-02-11 11:34:13, 2015-02-11 11:34:13,-48,2, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,78:7E:61:72:6D:30, 2015-02-11 11:34:24, 2015-02-11 11:34:24,-53,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,A0:88:B4:D4:9D:24, 2015-02-11 11:34:26, 2015-02-11 11:34:27,-49,8, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,24:A2:E1:BE:FB:CC, 2015-02-11 11:34:23, 2015-02-11 11:34:23,-47,3, (not associated) , bloomu,,,,,,,
,,,,,,,,,,,,,,,A0:88:B4:D4:D9:AC, 2015-02-11 11:34:26, 2015-02-11 11:34:26,-47,5, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,A0:88:B4:D4:BD:40, 2015-02-11 11:34:34, 2015-02-11 11:34:34,-63,8, (not associated) , bloomu-secure,,,,,,,
,,,,,,,,,,,,,,,18:F6:43:50:F5:26, 2015-02-11 11:34:34, 2015-02-11 11:34:34,-60,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,3A:C5:C0:B1:39:DA, 2015-02-11 11:34:37, 2015-02-11 11:34:37,-59,1, (not associated) ,,,,,,,,
,,,,,,,,,,,,,,,48:E9:F1:C1:3F:89, 2015-02-11 11:32:53, 2015-02-11 11:34:33,-44,3, (not associated) ,,,,,,,,
